"Name","Position","Team","GP","GS","MIN","PTS","OR","DR","REB","AST","STL","BLK","TO","PF","AST/TO","PER","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","2PM","2PA","2P%","SC-EFF","SH-EFF"
"Caris LeVert","SG","cle",19,10,29.8,13.6,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,2.3,12.45,5.3,12.2,43.5,1.1,3.5,31.3,1.8,2.5,74.5,4.2,8.7,48.5,1.112,0.48
"Ricky Rubio","PG","cle",34,8,28.5,13.1,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,2.5,14.01,4.4,12.1,36.3,1.7,5.1,33.9,2.6,3,85.4,2.6,7,38,1.083,0.43
"Cedi Osman","SF","cle",66,3,22.2,10.7,0.4,1.8,2.2,2,0.8,0.2,1,1.9,2,13.33,3.7,8.7,43.2,1.9,5.4,35.7,1.3,2,66.4,1.8,3.2,55.9,1.24,0.54
"Isaac Okoro","SF","cle",67,61,29.6,8.8,1.1,1.9,3,1.8,0.8,0.3,0.9,2.4,2.1,10.39,3.1,6.4,48,0.8,2.3,35,1.8,2.3,76.8,2.3,4.1,55.5,1.364,0.54
"Malik Newman","G","cle",1,0,8,8,0,1,1,1,0,0,1,0,1,28.72,3,5,60,0,1,0,2,2,100,3,4,75,1.6,0.6
"Moses Brown","C","cle",14,5,12.6,6.4,1.6,3.6,5.3,0,0.3,0.5,0.4,1.8,0,21.47,2.6,4.1,63.8,0,0,0,1.1,2.1,55.2,2.6,4.1,63.8,1.552,0.64
"Rajon Rondo","PG","cle",21,1,19.4,6.2,0.2,2.6,2.8,4.9,0.9,0,1.6,1.5,3,13.93,2.1,5,42.9,1.1,2.8,39.7,0.9,1.1,75,1,2.2,46.8,1.248,0.54
"Lamar Stevens","F","cle",63,13,16.1,6.1,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,1.1,11.33,2.5,5.1,48.9,0.3,1,27.7,0.8,1.2,70.7,2.2,4,54.3,1.201,0.52
"Dean Wade","PF","cle",51,28,19.2,5.3,0.6,2.3,2.9,1,0.6,0.1,0.3,1.7,3.3,10.17,1.9,4.3,45.6,1,2.8,35.9,0.4,0.6,66.7,0.9,1.5,64,1.24,0.57
"Brandon Goodwin","G","cle",36,5,13.9,4.8,0.4,1.5,1.9,2.5,0.7,0,1,1.1,2.5,11.88,1.8,4.3,41.6,0.5,1.5,34.5,0.7,1.1,63.2,1.3,2.8,45.5,1.11,0.48
"Justin Anderson","F","cle",3,0,15.7,4.3,0,2,2,2,0.3,0,0.7,1.3,3,10.69,1.3,2.7,50,0.7,2,33.3,1,1.3,75,0.7,0.7,100,1.625,0.63
"Trevon Scott","F","cle",2,0,5.5,3,0.5,0.5,1,0,0.5,0.5,0,1,0,20.54,1.5,3,50,0,0.5,0,0,0,0,1.5,2.5,60,1,0.5
"Denzel Valentine","SG","cle",22,0,9.3,2.9,0.4,1.3,1.7,0.5,0.3,0,0.5,0.8,1.1,8.44,1,2.8,37.1,0.8,2,40.9,0,0,0,0.2,0.8,27.8,1.032,0.52
"Dylan Windler","SG","cle",50,0,9.2,2.2,0.4,1.4,1.8,0.7,0.3,0.1,0.3,0.9,2.1,8.8,0.7,2,37.8,0.4,1.4,30,0.3,0.4,83.3,0.3,0.6,57.1,1.122,0.48
"Luke Kornet","F","cle",2,0,7.5,2,1,0.5,1.5,0.5,0,0.5,0,0.5,Inf,8.74,0.5,2.5,20,0,0.5,0,1,1.5,66.7,0.5,2,25,0.8,0.2
"Kevin Pangos","G","cle",24,3,6.9,1.6,0.1,0.4,0.5,1.3,0.1,0,0.3,0.5,4.3,6.5,0.6,1.9,32.6,0.3,1.1,23.1,0.1,0.2,75,0.4,0.8,45,0.848,0.39
"Tacko Fall","C","cle",11,1,5.4,1.1,0.6,1.5,2.1,0.2,0,0.5,0.3,0.3,0.7,11.32,0.5,1.1,41.7,0,0,0,0.2,0.6,28.6,0.5,1.1,41.7,1,0.42
"RJ Nembhard Jr.","SG","cle",14,0,4.5,1.1,0.2,0.3,0.5,0.9,0.1,0,0.2,0.1,4,8.06,0.4,1.3,33.3,0,0.1,0,0.2,0.3,75,0.4,1.1,37.5,0.833,0.33
"Tim Frazier","PG","cle",2,0,4,1,0,0,0,0.5,0,0,1,1.5,0.5,-10.2,0.5,1,50,0,0,0,0,0,0,0.5,1,50,1,0.5
"Ed Davis","C","cle",31,3,6.5,0.9,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,1.4,9.35,0.4,0.5,68.8,0,0,0,0.2,0.5,42.9,0.4,0.5,68.8,1.75,0.69
"Luka Doncic","PG","dal",65,65,35.4,28.4,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,1.9,25.13,9.9,21.6,45.7,3.1,8.8,35.3,5.6,7.5,74.4,6.8,12.8,52.8,1.316,0.53
"Kristaps Porzingis","C","dal",34,34,29.5,19.2,1.9,5.8,7.7,2,0.7,1.7,1.6,2.6,1.3,21.86,6.7,14.9,45.1,1.4,5.1,28.3,4.3,5,86.5,5.3,9.9,53.7,1.287,0.5
"Jalen Brunson","PG","dal",79,61,31.9,16.3,0.5,3.4,3.9,4.8,0.8,0,1.6,1.9,3,17.14,6.4,12.8,50.2,1.2,3.2,37.3,2.3,2.7,84,5.2,9.6,54.5,1.275,0.55
"Spencer Dinwiddie","PG","dal",23,7,28.3,15.8,0.4,2.7,3.1,3.9,0.7,0.3,1.3,1.9,2.9,19.03,5.3,10.6,49.8,1.8,4.5,40.4,3.4,4.7,72.5,3.4,6,56.8,1.494,0.58
"Tim Hardaway Jr.","SF","dal",42,20,29.6,14.2,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,2.7,12.79,5,12.6,39.4,2.4,7.2,33.6,1.9,2.5,75.7,2.5,5.4,47.3,1.128,0.49
"Dorian Finney-Smith","PF","dal",80,80,33.1,11,1.5,3.2,4.7,1.9,1.1,0.5,1,2.3,1.9,12.56,4.1,8.7,47.1,2.2,5.4,39.5,0.7,1,67.5,1.9,3.2,59.9,1.272,0.6
"Dwight Powell","C","dal",82,71,21.9,8.7,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,1.5,18.1,3.3,4.9,67.1,0.2,0.5,35.1,2,2.6,78.3,3.1,4.4,70.3,1.788,0.69
"Reggie Bullock","SF","dal",68,37,28,8.6,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,2.1,9.25,3,7.4,40.1,2.1,5.8,36,0.6,0.7,83.3,0.9,1.6,55,1.164,0.54
"Maxi Kleber","PF","dal",59,21,24.6,7,1.2,4.7,5.9,1.2,0.5,1,0.8,2.3,1.4,10.98,2.4,6,39.8,1.4,4.3,32.5,0.8,1.1,70.8,1,1.7,58.6,1.161,0.52
"Brandon Knight","PG","dal",5,0,13,6.4,0,1.6,1.6,1.6,0.2,0,0.8,1,2,13,2,5,40,0.8,3.4,23.5,1.6,1.6,100,1.2,1.6,75,1.28,0.48
"Isaiah Thomas","G","dal",1,0,13,6,0,0,0,4,0,0,0,0,Inf,12.65,3,8,37.5,0,3,0,0,0,0,3,5,60,0.75,0.38
"Davis Bertans","SF","dal",22,0,13.9,5.3,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,3,11.2,1.8,4.7,37.5,1.4,3.9,36,0.4,0.5,80,0.4,0.8,44.4,1.125,0.52
"Trey Burke","PG","dal",42,0,10.5,5.1,0.1,0.7,0.8,1.4,0.3,0,0.6,0.9,2.2,10.04,2,5.1,39.1,0.6,2,31.7,0.5,0.5,87,1.4,3.2,43.6,0.995,0.45
"Josh Green","SG","dal",67,3,15.5,4.8,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,1.8,11.95,1.9,3.8,50.8,0.4,1.2,35.9,0.5,0.7,68.9,1.5,2.7,57.3,1.246,0.56
"Marquese Chriss","SF","dal",34,0,10.2,4.5,1,2.1,3,0.5,0.4,0.4,0.5,1.9,1,14.84,1.8,3.9,46.3,0.2,0.7,32,0.6,1,66.7,1.6,3.2,49.5,1.149,0.49
"Boban Marjanovic","C","dal",23,0,5.6,4.3,0.3,1.3,1.7,0.1,0,0.1,0.7,1,0.2,18.65,1.8,3,60,0,0.2,25,0.6,1,59.1,1.8,2.9,62.1,1.4,0.61
"Frank Ntilikina","PG","dal",58,5,11.8,4.1,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,2.2,10.41,1.5,3.8,39.9,0.7,1.9,34.2,0.4,0.4,96,0.9,1.9,45.5,1.076,0.48
"Sterling Brown","SF","dal",49,3,12.8,3.3,0.5,2.5,3,0.7,0.3,0.1,0.5,1.1,1.5,8.46,1.2,3.2,38.1,0.6,1.9,30.4,0.3,0.3,93.3,0.6,1.3,49.2,1.032,0.47
"Moses Brown","C","dal",26,1,6.5,3.1,0.6,1.7,2.3,0,0.1,0.3,0.5,1.1,0.1,15.59,1,1.9,54,0,0,0,1,1.7,62.8,1,1.9,54,1.62,0.54
"Theo Pinson","G","dal",19,0,7.8,2.5,0.1,1,1.1,0.9,0.3,0.1,0.3,0.6,3.4,11.93,0.7,2.1,35.9,0.5,1.6,33.3,0.5,0.5,100,0.2,0.5,44.4,1.231,0.49
"Willie Cauley-Stein","C","dal",18,2,9.8,1.9,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.3,8.45,0.9,1.9,45.7,0.1,0.1,50,0.1,0.1,50,0.8,1.8,45.5,0.971,0.47
"Eugene Omoruyi","F","dal",4,0,4.5,1.8,0.5,1.3,1.8,0.5,0,0,0,0.5,Inf,17.04,0.5,1.3,40,0.3,0.5,50,0.5,1,50,0.3,0.8,33.3,1.4,0.5
"Moses Wright","F","dal",3,0,4.3,1.7,0.3,0.7,1,0.3,0,0.3,0,0,Inf,17.34,0.3,1.3,25,0,0.3,0,1,1,100,0.3,1,33.3,1.25,0.25
"Charlie Brown Jr.","G","dal",3,0,5,0.7,0,0.3,0.3,0.3,0.7,0.3,0,0.7,Inf,5.09,0.3,1.7,20,0,1,0,0,0,0,0.3,0.7,50,0.4,0.2
"Carlik Jones","PG","dal",3,0,6.3,0.7,0.3,0.7,1,1.7,0.3,0,1,0,1.7,-4.02,0,2.3,0,0,0.3,0,0.7,0.7,100,0,2,0,0.286,0
"George King","F","dal",4,0,4.8,0.3,0,1.3,1.3,0,0,0,0.3,1,0,-12.28,0,1.3,0,0,1,0,0.3,0.5,50,0,0.3,0,0.2,0
"JaQuori McLaughlin","PG","dal",4,0,2.8,0,0,0,0,0.5,0,0,0,0.3,Inf,-2.95,0,0.5,0,0,0.3,0,0,0,0,0,0.3,0,0,0
"Nikola Jokic","C","den",74,74,33.5,27.1,2.8,11,13.8,7.9,1.5,0.9,3.8,2.6,2.1,32.94,10.3,17.7,58.3,1.3,3.9,33.7,5.1,6.3,81,9,13.8,65.2,1.529,0.62
"Aaron Gordon","PF","den",75,75,31.7,15,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2,1.4,15.38,5.8,11.1,52,1.2,3.5,33.5,2.3,3.1,74.3,4.6,7.7,60.5,1.35,0.57
"Will Barton","SF","den",71,71,32.1,14.7,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,2.2,13.42,5.5,12.6,43.8,2.2,6.1,36.5,1.4,1.8,80.3,3.3,6.6,50.4,1.164,0.53
"Monte Morris","PG","den",75,74,29.9,12.6,0.4,2.7,3,4.4,0.7,0.2,1,1.2,4.3,14.75,5,10.3,48.4,1.7,4.2,39.5,1,1.1,86.9,3.3,6.1,54.5,1.223,0.56
"Jeff Green","PF","den",75,63,24.7,10.3,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2,1.4,12.51,3.7,7.1,52.4,0.7,2.2,31.5,2.2,2.6,83.3,3,4.8,62,1.459,0.57
"Bones Hyland","PG","den",69,4,19,10.1,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,2.2,14.44,3.3,8.3,40.3,1.9,5.2,36.6,1.6,1.8,85.6,1.4,3.1,46.5,1.222,0.52
"Michael Porter Jr.","SF","den",9,9,29.4,9.9,1,5.6,6.6,1.9,1.1,0.2,1.3,1.8,1.4,7.57,4.1,11.4,35.9,1.1,5.3,20.8,0.6,1,55.6,3,6.1,49.1,0.864,0.41
"DeMarcus Cousins","C","den",31,2,13.9,8.9,1.6,3.9,5.5,1.7,0.6,0.4,2.2,3,0.8,17.71,3,6.6,45.6,0.8,2.4,32.4,2.1,2.8,73.6,2.3,4.3,53,1.34,0.51
"Bryn Forbes","SG","den",35,1,17.4,8.6,0.2,0.7,0.9,1,0.2,0.1,0.7,1.5,1.5,10.68,2.9,6.9,42.4,1.7,4.1,41,1,1.1,92.1,1.3,2.8,44.4,1.235,0.55
"Zeke Nnaji","PF","den",41,1,17,6.6,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,0.7,13.53,2.3,4.5,51.6,0.9,2,46.3,1,1.6,63.1,1.4,2.6,55.7,1.452,0.62
"JaMychal Green","F","den",67,8,16.2,6.4,1.2,3,4.2,0.9,0.6,0.4,0.9,2.4,1,14.18,2.4,4.9,48.6,0.5,1.9,26.6,1.2,1.4,87.1,1.9,3,62.1,1.321,0.54
"Austin Rivers","SG","den",67,18,22.1,6,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,1.7,7.24,2.2,5.2,41.7,1.2,3.4,34.2,0.5,0.7,72.7,1,1.8,56.3,1.151,0.53
"P.J. Dozier","SG","den",18,0,18.9,5.4,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,2.2,8.73,2,5.5,36.4,0.8,2.7,31.3,0.6,0.7,76.9,1.2,2.8,41.2,0.98,0.44
"Facundo Campazzo","PG","den",65,4,18.2,5.1,0.4,1.4,1.8,3.4,1,0.4,1,1.9,3.3,11.16,1.6,4.6,36.1,0.9,3,30.1,0.9,1.2,76.9,0.8,1.6,47.6,1.122,0.46
"Davon Reed","SG","den",48,5,13.9,4.4,0.3,2,2.3,1.1,0.5,0.2,0.3,1.3,3.3,12.2,1.7,3.4,50.3,0.8,1.8,43,0.2,0.3,66.7,0.9,1.6,58.7,1.298,0.62
"Vlatko Cancar","SF","den",15,1,11.7,4.1,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,1.9,12.72,1.5,2.7,56.1,0.5,0.8,58.3,0.6,0.9,64.3,1.1,1.9,55.2,1.512,0.65
"Markus Howard","PG","den",31,0,5.7,4.1,0.1,0.3,0.4,0.2,0.3,0,0.2,0.5,1,16.19,1.3,3.3,38.6,0.9,2.3,40,0.6,0.7,87,0.4,1,35.5,1.248,0.52
"Bol Bol","C","den",14,0,5.8,2.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,1.3,13.58,1.1,1.9,55.6,0.1,0.3,25,0.1,0.4,40,1,1.6,60.9,1.222,0.57
"Rayjon Tucker","G","den",3,0,9.7,2,0.3,1,1.3,1.3,0.3,0,0,1,Inf,13.6,0.3,0.7,50,0.3,0.7,50,1,1.3,75,0,0,0,3,0.75
"James Ennis III","F","den",3,0,4.7,1.3,0.3,0.3,0.7,1,0,0,0.3,0.3,3,3.73,0.7,2,33.3,0,0.7,0,0,0.3,0,0.7,1.3,50,0.667,0.33
"Petr Cornelie","F","den",13,0,2.9,1.1,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,0.8,9.66,0.4,1.2,33.3,0.1,0.6,12.5,0.2,0.3,75,0.3,0.5,57.1,0.933,0.37
"Carlik Jones","PG","den",2,0,2,1,0,0,0,0,0,0,0,0,0,9.02,0.5,1,50,0,0,0,0,0,0,0.5,1,50,1,0.5
"Jerami Grant","SF","det",47,47,31.9,19.2,0.6,3.5,4.1,2.4,0.9,1,1.8,2.3,1.3,16.12,6.3,14.9,42.6,1.9,5.4,35.8,4.6,5.5,83.8,4.4,9.5,46.5,1.293,0.49
"Cade Cunningham","PG","det",64,64,32.6,17.4,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,1.5,13.12,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,4.9,10.4,47.2,1.081,0.47
"Saddiq Bey","SF","det",82,82,33,16.1,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,2.4,14.08,5.5,13.9,39.6,2.6,7.4,34.6,2.6,3.1,82.7,2.9,6.4,45.4,1.163,0.49
"Marvin Bagley III","PF","det",18,8,27.2,14.6,2.1,4.7,6.8,1.1,0.7,0.4,1,2.4,1.1,17.76,6.2,11.1,55.5,0.4,1.9,22.9,1.8,3,59.3,5.7,9.2,62.4,1.31,0.58
"Hamidou Diallo","SG","det",58,29,21.9,11,1.2,3.6,4.8,1.3,1.2,0.3,1,2.5,1.3,15.77,4.5,9.1,49.6,0.4,1.6,24.7,1.6,2.4,65,4.1,7.5,55,1.209,0.52
"Frank Jackson","PG","det",53,7,22,10.6,0.4,1.3,1.6,1,0.5,0.2,0.7,1.7,1.4,10.67,3.7,9.1,40.2,1.6,5.3,30.8,1.6,2,82.7,2,3.8,52.9,1.159,0.49
"Trey Lyles","PF","det",51,3,19.4,10.4,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,1.1,16.72,3.4,7.5,45.6,0.9,2.9,30.1,2.7,3.5,78.4,2.6,4.7,55,1.385,0.51
"Kelly Olynyk","PF","det",40,1,19.1,9.1,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,1.9,16.73,3.2,7.2,44.8,1,3,33.6,1.7,2.2,77.5,2.2,4.2,52.7,1.276,0.52
"Braxton Key","G","det",9,0,21.2,8.6,1.3,4,5.3,1.1,1,1.2,1,2.8,1.1,13.94,3.6,7.8,45.7,0.7,2.2,30,0.8,1.4,53.8,2.9,5.6,52,1.1,0.5
"Isaiah Stewart","C","det",71,71,25.6,8.3,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3,1,14.05,3.5,6.9,51,0.2,0.6,32.6,1,1.5,71.8,3.3,6.3,52.9,1.202,0.53
"Cory Joseph","PG","det",65,39,24.6,8,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,2.8,11.42,2.7,6.2,44.5,1,2.4,41.4,1.5,1.7,88.5,1.7,3.7,46.5,1.303,0.53
"Josh Jackson","SG","det",39,3,18.1,7.1,0.4,2.7,3.2,1.3,0.5,0.5,1,1.8,1.3,9.92,2.6,6.4,41,0.8,2.9,26.5,1,1.4,71.4,1.9,3.5,52.9,1.1,0.47
"Killian Hayes","PG","det",66,40,25,6.9,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,2.5,9.35,2.7,7,38.3,0.7,2.5,26.3,0.9,1.1,77,2,4.4,45.2,0.987,0.43
"Isaiah Livers","PF","det",19,5,20.2,6.4,0.8,2.2,3,1.1,0.7,0.4,0.8,1.9,1.4,11.15,2.2,4.7,45.6,1.4,3.4,42.2,0.6,0.7,85.7,0.7,1.4,53.8,1.344,0.61
"Derrick Walton Jr.","G","det",3,3,36,6.3,0.7,2.7,3.3,7,2.3,1.3,3.7,2.7,1.9,5.9,2,8.7,23.1,1,4.3,23.1,1.3,1.3,100,1,4.3,23.1,0.731,0.29
"Luka Garza","C","det",32,5,12.2,5.8,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,1.1,15.6,2.1,4.6,44.9,0.5,1.5,32.7,1.2,1.9,62.3,1.6,3.1,51,1.265,0.5
"Cassius Stanley","G","det",9,1,17.2,5.8,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,0.7,8.07,2.1,5.1,41.3,0.4,1.9,23.5,1.1,1.1,100,1.7,3.2,51.7,1.13,0.46
"Carsen Edwards","PG","det",4,0,19.8,5.8,0.5,1,1.5,3.5,0.5,0,1.3,1,2.8,5.56,2.3,7.5,30,1,4,25,0.3,0.3,100,1.3,3.5,35.7,0.767,0.37
"Saben Lee","PG","det",37,0,16.3,5.6,0.5,1.9,2.4,2.9,1,0.3,1,1.2,3,13.85,1.9,4.8,39,0.4,1.6,23.3,1.5,1.9,78.9,1.5,3.2,47,1.175,0.43
"Justin Robinson","F","det",5,0,18.2,5.6,0.4,1,1.4,1.8,0.2,0.2,1,1.6,1.8,4.96,1.8,5.6,32.1,1.6,4.2,38.1,0.4,1.2,33.3,0.2,1.4,14.3,1,0.46
"Rodney McGruder","G","det",51,2,14.8,5.4,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,2,11.6,1.9,4.4,43.6,1.1,2.9,39.7,0.4,0.5,73.1,0.8,1.5,50.6,1.213,0.56
"Micah Potter","F","det",3,0,10.3,4,1.3,1.7,3,0,0.3,0.3,0.3,1.3,0,13.67,1.7,3.7,45.5,0,0.7,0,0.7,0.7,100,1.7,3,55.6,1.091,0.45
"Jamorko Pickett","PF","det",13,0,13.5,3.8,0.5,2,2.5,0.5,0,0.5,0.4,0.9,1.4,7.63,1.4,3.8,36,1,3,33.3,0.1,0.2,50,0.4,0.8,45.5,1,0.49
"Cheick Diallo","F","det",3,0,10.3,3.7,1.3,2.7,4,0,0.3,0,0.3,2,0,12.32,1,2.7,37.5,0,0,0,1.7,2,83.3,1,2.7,37.5,1.375,0.38
"Deividas Sirvydis","SF","det",3,0,9,1,0,2,2,0.3,1,0.3,0,1.3,Inf,0.14,0.3,3.3,10,0.3,2.3,14.3,0,0,0,0,1,0,0.3,0.15
"Jaysean Paige","G","det",1,0,7,0,0,1,1,1,0,0,1,2,1,-22.22,0,3,0,0,2,0,0,0,0,0,1,0,0,0
"Trayvon Palmer","G","det",1,0,17,0,0,2,2,0,0,0,1,2,0,-5.68,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Stephen Curry","PG","gs",64,64,34.5,25.5,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2,2,21.47,8.4,19.1,43.7,4.5,11.7,38,4.3,4.7,92.3,3.9,7.4,52.7,1.332,0.55
"Klay Thompson","SG","gs",32,32,29.4,20.4,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,2,16.81,7.7,17.9,42.9,3.6,9.3,38.5,1.4,1.6,90.2,4.1,8.7,47.7,1.138,0.53
"Jordan Poole","SG","gs",76,51,30,18.5,0.4,3,3.4,4,0.8,0.3,2.5,2.7,1.6,16.2,6.2,13.9,44.8,2.8,7.6,36.4,3.2,3.5,92.5,3.5,6.3,55,1.328,0.55
"Andrew Wiggins","SF","gs",73,73,31.9,17.2,1.2,3.3,4.5,2.2,1,0.7,1.5,2.2,1.5,15.04,6.5,14,46.6,2.2,5.5,39.3,2,3.2,63.4,4.4,8.5,51.3,1.233,0.54
"Jonathan Kuminga","PF","gs",70,12,16.9,9.3,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,0.9,15.29,3.4,6.6,51.3,0.7,2.1,33.6,1.9,2.7,68.4,2.7,4.4,59.8,1.417,0.57
"Otto Porter Jr.","SF","gs",63,15,22.1,8.2,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,2.5,15.94,3.1,6.6,46.4,1.3,3.4,37,0.8,1,80.3,1.8,3.2,56.5,1.238,0.56
"Draymond Green","PF","gs",46,44,28.9,7.5,1,6.3,7.3,7,1.3,1.1,3,3,2.3,14.3,2.9,5.6,52.5,0.3,1.2,29.6,1.3,2,65.9,2.6,4.4,58.6,1.346,0.56
"Damion Lee","SG","gs",63,5,20,7.4,0.4,2.8,3.2,1,0.6,0.1,0.6,1.5,1.7,10.9,2.7,6.1,44.1,1,3,33.7,1,1.2,88,1.7,3.1,54.1,1.219,0.52
"Gary Payton II","SG","gs",71,16,17.6,7.1,1,2.5,3.5,0.9,1.4,0.3,0.6,1.8,1.6,17.86,3,4.8,61.6,0.6,1.7,35.8,0.5,0.8,60.3,2.4,3.2,75.4,1.459,0.68
"Nemanja Bjelica","PF","gs",71,0,16.1,6.1,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,1.8,14.2,2.3,4.8,46.8,0.8,2.1,36.2,0.8,1.1,72.8,1.5,2.7,54.9,1.266,0.55
"Kevon Looney","C","gs",82,80,21.1,6,2.5,4.7,7.3,2,0.6,0.6,0.8,2.6,2.5,15.78,2.5,4.4,57.1,0,0,0,0.9,1.5,60,2.5,4.4,57.3,1.349,0.57
"Moses Moody","SG","gs",52,11,11.7,4.4,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,1.8,10.51,1.5,3.5,43.7,0.8,2.1,36.4,0.5,0.7,77.8,0.8,1.4,54.8,1.246,0.55
"Juan Toscano-Anderson","SF","gs",73,6,13.6,4.1,0.4,2,2.4,1.7,0.7,0.2,0.9,1.6,1.9,11.04,1.6,3.2,48.9,0.4,1.2,32.2,0.5,1,57.1,1.2,2,58.8,1.268,0.55
"Andre Iguodala","F","gs",31,0,19.5,4,0.7,2.5,3.2,3.7,0.9,0.7,0.9,1.1,4.1,12.29,1.5,3.9,38,0.5,2.4,23,0.5,0.6,75,0.9,1.5,61.7,1.025,0.45
"Quinndary Weatherspoon","SG","gs",11,0,6.6,2.7,0.2,1.1,1.3,0.5,0.1,0.1,0.3,1.4,1.7,12.11,1.1,1.9,57.1,0.1,0.5,20,0.5,0.5,100,1,1.5,68.8,1.429,0.6
"Chris Chiozza","G","gs",34,1,10.9,2,0.3,0.8,1.1,1.9,0.4,0,0.9,0.9,2,4.45,0.7,2.4,29.6,0.5,1.6,32.1,0.1,0.1,66.7,0.2,0.8,25,0.827,0.4
"Jeff Dowtin","G","gs",4,0,7,1.5,0.3,1.5,1.8,0.8,0,0.3,0.3,0.5,3,9.57,0.8,1.5,50,0,0.3,0,0,0,0,0.8,1.3,60,1,0.5
"Christian Wood","C","hou",68,67,30.8,17.9,1.6,8.5,10.1,2.3,0.8,1,1.9,2.5,1.2,19.18,6.5,12.9,50.1,1.9,4.9,39,3,4.9,62.3,4.5,8,57,1.387,0.58
"Jalen Green","SG","hou",67,67,31.9,17.3,0.5,2.9,3.4,2.6,0.7,0.3,2,1.5,1.3,12.56,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,3.7,7.4,50.2,1.213,0.51
"Kevin Porter Jr.","SG","hou",61,61,31.3,15.6,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,2,13.56,5.5,13.2,41.5,2.5,6.8,37.5,2,3.2,64.2,3,6.5,45.6,1.175,0.51
"Eric Gordon","SG","hou",57,46,29.3,13.4,0.3,1.7,2,2.7,0.5,0.3,1.9,1.1,1.4,12.17,4.7,9.9,47.5,2.2,5.3,41.2,1.8,2.4,77.8,2.5,4.6,54.8,1.356,0.59
"Jae'Sean Tate","SF","hou",78,77,26.4,11.8,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,1.6,14.36,4.7,9.3,49.8,0.8,2.6,31.2,1.7,2.4,70.7,3.8,6.8,56.9,1.261,0.54
"Dennis Schroder","PG","hou",15,4,26.9,10.9,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,2.3,11.49,3.7,9.3,39.3,1.3,3.9,32.8,2.3,2.6,87.2,2.4,5.5,43.9,1.164,0.46
"Garrison Mathews","SG","hou",65,33,26.3,10,0.5,2.4,2.9,1,0.9,0.4,0.6,2.6,1.6,11.02,2.8,7.1,39.9,2.1,5.9,36,2.2,2.8,79.4,0.7,1.2,60,1.41,0.55
"Alperen Sengun","C","hou",72,13,20.7,9.6,1.9,3.5,5.5,2.6,0.8,0.9,2,3,1.3,16.02,3.5,7.3,47.4,0.4,1.6,24.8,2.3,3.2,71.1,3.1,5.7,53.9,1.318,0.5
"Kenyon Martin Jr.","F","hou",79,2,21,8.8,1,2.7,3.8,1.3,0.4,0.5,0.8,1.4,1.7,14.38,3.5,6.6,53.3,0.8,2.1,35.7,1,1.6,63.4,2.8,4.5,61.7,1.331,0.59
